2 3
4.88677 13.6202 0 
-6.75984 -4.74405 1 
-7.13723 -0.0793435 2 
8.31296 -0.178143 0 
-6.3403 -4.24986 1 
-9.84894 6.17042 2 
4.75565 8.08535 0 
-0.976723 0.535617 1 
-5.66123 -4.0106 2 
6.49103 10.4219 0 
6.33843 6.37106 1 
-6.81363 0.234423 2 
8.88146 -3.26809 0 
4.39938 5.06262 1 
-10.0506 5.71836 2 
7.78301 -0.0653634 0 
0.02228 1.82957 1 
-6.21111 -4.7369 2 
7.84647 6.87169 0 
-4.52464 -2.12836 1 
-6.66606 -1.59758 2 
4.95969 9.08962 0 
-6.20841 -3.41093 1 
-2.52406 -11.5681 2 
5.07239 12.8072 0 
13.5206 12.656 1 
-6.30814 -2.21022 2 
8.27472 5.1988 0 
-5.46874 -3.25145 1 
-8.28508 6.1924 2 
10.2371 -8.08195 0 
11.2468 10.9598 1 
-7.54138 -0.351592 2 
6.12776 6.79823 0 
1.68255 0.772444 1 
-11.7284 11.5148 2 
7.90305 3.60318 0 
-1.90021 -2.80326 1 
-9.70492 5.62282 2 
9.17542 -5.03102 0 
-6.41478 -6.9564 1 
-8.2503 2.70853 2 
6.15991 2.02322 0 
8.54836 3.7858 1 
-8.48925 2.00704 2 
5.22892 7.81961 0 
-3.06354 -4.37228 1 
-9.83701 6.82892 2 
5.87083 6.27477 0 
4.18619 2.45249 1 
-10.0363 9.4555 2 
7.322 9.92326 0 
7.89018 7.33184 1 
-8.91522 5.00366 2 
7.68503 -1.85116 0 
-11.6031 -8.67971 1 
-7.80378 1.20671 2 
4.86519 12.4357 0 
6.76415 5.10698 1 
-7.75936 1.33103 2 
5.52476 7.95711 0 
-5.05755 -5.06968 1 
-9.40955 6.18611 2 
5.36295 11.3702 0 
3.97933 7.2165 1 
-10.3342 8.81177 2 
7.87132 -0.64397 0 
-2.07321 -2.91567 1 
-5.38524 -4.21001 2 
7.28131 2.50717 0 
-3.30684 -4.28984 1 
-7.17149 -0.168829 2 
5.44403 5.08633 0 
0.801587 0.709925 1 
-9.35037 7.21694 2 
8.82569 1.77272 0 
-0.101402 2.26727 1 
-6.87298 -3.4162 2 
7.71601 -5.15682 0 
-1.31237 -0.274974 1 
-8.86825 2.76309 2 
4.31479 7.76449 0 
-8.42955 -4.7237 1 
-9.52981 6.33009 2 
8.61339 2.02413 0 
-17.9947 -13.0732 1 
-7.67714 2.82852 2 
3.73791 16.4915 0 
6.90609 -2.24766 1 
-4.51031 -6.64256 2 
7.81319 -0.225776 0 
-0.0337506 1.15701 1 
-8.00774 1.28865 2 
7.00076 2.43784 0 
1.1827 2.24053 1 
-9.25272 6.27853 2 
8.75141 -1.86921 0 
5.2021 0.658556 1 
-4.50671 -7.90237 2 
8.27671 1.44215 0 
4.70902 2.67278 1 
-7.98626 1.46379 2 
6.81449 6.72195 0 
-0.71524 0.569341 1 
-9.26788 4.39947 2 
5.76795 12.1566 0 
-13.0497 -14.5396 1 
-6.29775 -2.8173 2 
4.68021 11.0713 0 
3.61986 3.36919 1 
-6.99888 0.287824 2 
4.98537 16.5879 0 
-7.13741 -6.54962 1 
-10.4626 11.8259 2 
6.82893 9.14809 0 
9.66339 3.85814 1 
-9.81204 5.6394 2 
5.93169 7.87454 0 
-4.30924 -7.78868 1 
-5.33492 -4.55097 2 
6.5851 -0.167812 0 
-6.33332 -5.56507 1 
-7.64575 1.39421 2 
10.5462 -4.36019 0 
-11.178 -12.4013 1 
-7.09547 -0.381823 2 
8.91208 2.36556 0 
-3.15627 -1.15585 1 
-8.0798 3.2446 2 
8.29318 -2.35144 0 
3.87594 3.97436 1 
-7.08262 -0.803942 2 
5.59221 13.1284 0 
3.31229 2.76086 1 
-8.2167 4.05537 2 
7.38922 5.84045 0 
10.8231 6.67919 1 
-14.4858 18.3467 2 
7.35615 6.55201 0 
0.104431 1.2565 1 
-8.64453 7.10289 2 
9.28472 4.87648 0 
5.72057 4.8371 1 
-3.80671 -9.04943 2 
7.97124 4.74667 0 
-2.03854 -5.70795 1 
-7.11005 2.04764 2 
7.67762 7.46665 0 
9.81659 5.43793 1 
-5.34356 -4.50035 2 
7.89646 -1.10739 0 
17.3074 16.7151 1 
-9.01767 5.76129 2 
6.94925 10.8864 0 
-0.890947 0.518374 1 
-9.73265 6.50321 2 
5.84832 8.18911 0 
15.0894 9.34137 1 
-8.38652 2.35591 2 
9.48815 -5.39564 0 
9.42024 4.42304 1 
-11.9282 12.2717 2 
6.78444 8.08946 0 
9.055 10.5388 1 
-9.74107 7.10646 2 
3.74732 14.0197 0 
-5.81121 -5.71287 1 
-4.61217 -4.9103 2 
8.33013 4.98063 0 
-9.04286 -6.78362 1 
-8.37972 4.50876 2 
2.87578 16.5991 0 
-4.59202 -5.22292 1 
-6.34186 -1.295 2 
8.97006 -2.92606 0 
4.80491 8.23416 1 
-10.1873 8.97032 2 
3.91149 9.27433 0 
-3.32632 -8.05068 1 
-9.81276 7.12683 2 
9.11925 -3.55124 0 
5.01562 8.81475 1 
-9.61409 4.90072 2 
7.75134 2.66484 0 
-5.08249 -2.59439 1 
-2.87213 -10.5893 2 
6.9344 8.1318 0 
-3.7741 -4.10133 1 
-9.08717 7.97819 2 
7.35938 4.46621 0 
1.81392 0.38977 1 
-8.59859 3.42573 2 
8.10548 1.34237 0 
-5.13904 -2.47022 1 
-9.95079 6.22769 2 
6.73894 6.46976 0 
7.60727 4.82665 1 
-7.11328 -1.42178 2 
10.3981 -7.7095 0 
-10.1873 -11.3279 1 
-3.95401 -9.05108 2 
8.54486 5.69242 0 
-16.8993 -10.921 1 
-5.96358 -3.00023 2 
6.78584 2.94364 0 
6.07231 4.89076 1 
-9.4932 4.50901 2 
7.7231 7.15438 0 
2.64307 1.39683 1 
-10.0283 8.60552 2 
11.1114 -8.65099 0 
-10.0287 -9.65307 1 
-11.3427 9.91544 2 
5.0986 5.4113 0 
1.85197 0.676165 1 
-8.60291 3.26374 2 
5.61487 9.51188 0 
9.39794 5.61961 1 
-13.7687 15.2414 2 
5.37103 9.97941 0 
-4.99195 -7.27205 1 
-5.31779 -1.58508 2 
5.1294 7.02906 0 
8.26971 7.74168 1 
-2.3935 -11.5452 2 
8.50041 -9.39187 0 
9.05671 9.27288 1 
-9.93999 7.36346 2 
6.44454 4.33288 0 
-0.682672 -2.57603 1 
-7.86338 1.74638 2 
5.54465 8.99476 0 
-3.55192 -1.73975 1 
-7.36689 -1.01258 2 
8.74371 5.66874 0 
-9.01103 -5.71369 1 
-8.62151 2.88422 2 
9.77408 -4.80719 0 
0.999138 -0.7961 1 
-4.16147 -3.99179 2 
8.68411 -2.6213 0 
-8.61297 -8.46787 1 
-10.5672 6.01715 2 
6.73025 4.45404 0 
-4.12643 0.102424 1 
-11.5054 10.9743 2 
7.0012 17.9256 0 
5.54673 6.50558 1 
-5.6151 -3.32397 2 
9.1666 -6.16968 0 
-2.46032 -6.01295 1 
-10.1901 5.79947 2 
7.85196 -1.19372 0 
2.58589 5.2701 1 
-6.12854 -1.51406 2 
7.84506 4.28697 0 
6.70487 9.26036 1 
-9.67002 7.07925 2 
7.64565 1.96895 0 
-13.3997 -11.8064 1 
-7.65489 -0.132305 2 
6.1642 8.64447 0 
-3.73363 0.56726 1 
-8.57143 4.5481 2 
4.08811 28.3458 0 
10.8372 10.5104 1 
-9.75625 5.36467 2 
4.82644 14.6188 0 
5.9174 7.47722 1 
-9.27346 6.66525 2 
4.36386 9.31093 0 
-5.43326 -6.12154 1 
-7.74733 -0.514243 2 
5.57848 12.0995 0 
-10.1078 -9.10578 1 
-9.54213 5.95446 2 
6.03771 6.80368 0 
-6.55259 -9.67622 1 
-7.56351 1.77592 2 
8.94976 -1.07922 0 
-12.4337 -13.6509 1 
-8.41965 3.14632 2 
5.07143 6.68858 0 
0.595258 1.30357 1 
-9.1665 5.74715 2 
6.38826 9.73246 0 
11.3509 11.8175 1 
-5.91047 -5.57394 2 
3.50287 12.8986 0 
-5.4167 -6.11048 1 
-7.8481 2.23853 2 
5.35317 10.8293 0 
-1.35766 -0.904277 1 
-7.54908 3.03227 2 
10.125 -6.73354 0 
8.19868 7.31962 1 
-8.69547 2.42445 2 
11.3485 -4.14856 0 
3.7118 3.69625 1 
-6.31686 -3.23592 2 
4.33729 17.3766 0 
-0.354387 2.06816 1 
-9.84419 4.02608 2 
9.53261 -9.45171 0 
8.79268 9.51609 1 
-8.31119 2.99631 2 
6.79528 5.38316 0 
-1.06467 -3.45171 1 
-8.17088 1.21434 2 
6.96337 8.88471 0 
4.46325 2.4995 1 
-8.18323 1.17477 2 
9.51038 -6.76646 0 
-13.9442 -12.4836 1 
-5.1531 -4.08656 2 
9.15254 -3.22568 0 
4.21834 3.70478 1 
-9.16561 5.45123 2 
7.35835 -2.17966 0 
2.25139 -0.926901 1 
-3.16534 -7.80059 2 
9.20255 -4.52488 0 
-0.459879 1.05955 1 
-10.3749 10.1013 2 
8.26451 8.67198 0 
-4.61734 -2.11344 1 
-11.8155 10.9617 2 
8.17103 3.15044 0 
-12.7884 -9.47189 1 
-5.94198 -3.35958 2 
5.80386 11.3619 0 
2.79506 4.52491 1 
-8.03449 1.05047 2 
5.54383 -0.551021 0 
16.7457 14.3195 1 
-3.70217 -5.99694 2 
9.85309 -4.45807 0 
-5.75148 -4.3019 1 
-6.74874 -2.52924 2 
6.31215 6.32411 0 
-1.60899 1.84135 1 
-6.49386 -0.152231 2 
6.03536 13.6561 0 
4.30687 2.19336 1 
-7.45556 -0.495776 2 
9.52477 -0.273139 0 
-4.26928 1.258 1 
-9.50974 3.0496 2 
7.31689 7.7113 0 
-7.82441 -4.77846 1 
-8.15024 1.01553 2 
7.59185 -1.83779 0 
5.48596 4.19824 1 
-3.31935 -10.2473 2 
7.87629 2.04597 0 
0.125093 6.14689 1 
-7.40181 0.605416 2 
5.59963 1.48868 0 
7.6108 3.15619 1 
-8.30184 2.98533 2 
3.3505 15.9441 0 
-5.4795 -3.57088 1 
-10.5129 7.14808 2 
8.30617 -2.74997 0 
-3.09509 -5.27985 1 
-7.56072 -0.706211 2 
5.47517 16.2642 0 
-4.73786 -3.47758 1 
-8.15909 3.64296 2 
6.62853 13.8779 0 
-2.23314 1.2996 1 
-7.55833 -0.346105 2 
7.9766 -5.80882 0 
-2.95577 0.996864 1 
-7.53528 2.95397 2 
4.83706 15.1048 0 
-0.0455057 -2.42201 1 
-10.1571 5.63013 2 
4.46638 18.6052 0 
12.5968 3.6672 1 
-8.92796 2.76457 2 
10.0765 -1.23414 0 
-0.839774 -0.236004 1 
-7.36802 -0.278784 2 
7.26554 4.5126 0 
7.05095 9.83063 1 
-7.69964 1.2921 2 
8.99241 0.381484 0 
-8.30563 -5.98875 1 
-2.33102 -10.5547 2 
5.82433 7.05377 0 
-6.96085 -9.56363 1 
-6.23138 -3.22019 2 
6.62901 7.39555 0 
0.848259 -1.20016 1 
-6.91998 -3.16452 2 
5.20387 12.6387 0 
-4.7368 -4.58125 1 
-7.39972 -0.658517 2 
2.54415 25.5797 0 
-0.307003 -0.948806 1 
-5.13276 -4.88144 2 
5.21283 7.88398 0 
5.39961 0.428328 1 
-6.62347 -1.91615 2 
4.91623 10.1913 0 
-1.0164 0.845578 1 
-11.26 11.3304 2 
9.66929 0.221249 0 
-4.40238 -1.07074 1 
-8.10922 0.47926 2 
4.16183 11.5392 0 
3.30797 3.53623 1 
-4.12559 -6.83309 2 
5.29708 13.0396 0 
1.81045 0.995544 1 
-7.58918 3.55168 2 
8.18873 11.2035 0 
12.9124 16.0614 1 
-6.80637 -0.508699 2 
4.39353 5.52825 0 
6.39279 7.93299 1 
-8.10896 2.5918 2 
8.6129 0.913112 0 
-7.24103 -4.1192 1 
-8.3541 2.17672 2 
8.35773 0.028062 0 
-20.2389 -20.2121 1 
-9.5134 8.58741 2 
7.54794 -1.56197 0 
-1.4147 -2.50275 1 
-6.50396 -0.355224 2 
7.47667 -3.616 0 
3.42619 5.12639 1 
-10.5124 7.06227 2 
8.33956 5.2812 0 
-9.88018 -3.99511 1 
-7.30412 -0.110085 2 
9.80396 -5.43839 0 
-1.08088 5.07263 1 
-9.23261 5.5211 2 
7.90981 -0.101817 0 
-2.52493 -4.25918 1 
-7.89777 1.1654 2 
9.26512 2.65788 0 
-8.8262 -4.21119 1 
-10.5292 6.9947 2 
6.7891 7.10953 0 
-0.4215 0.436493 1 
-6.87499 1.50437 2 
9.31472 0.400872 0 
0.683808 -0.538904 1 
-8.07519 0.638291 2 
7.00138 -6.33961 0 
-1.48217 0.605508 1 
-9.40921 6.05358 2 
6.07507 7.63604 0 
4.85227 5.66972 1 
-8.38161 0.800064 2 
6.1185 13.4975 0 
4.7315 -0.0626734 1 
-8.20876 -0.372234 2 
6.89353 5.28444 0 
-9.02117 -4.46581 1 
-4.76054 -4.63328 2 
8.36196 6.62073 0 
-2.84587 -2.21152 1 
-7.34238 0.047947 2 
10.3175 -2.46242 0 
-0.0906215 1.99451 1 
-7.90094 1.41308 2 
9.06465 -3.49046 0 
1.27936 -0.420392 1 
-4.25001 -6.5167 2 
8.5522 -2.52579 0 
-6.35966 -2.19975 1 
-10.1246 6.09056 2 
6.49847 5.49985 0 
2.68295 4.43386 1 
-6.96471 -2.06261 2 
10.0604 -9.62935 0 
3.69751 6.72126 1 
-7.62757 0.160225 2 
7.4322 16.4047 0 
2.63655 -0.160182 1 
-4.10773 -5.60708 2 
8.73117 -0.0815855 0 
3.67906 -0.800824 1 
-13.0154 12.1729 2 
2.23341 21.971 0 
13.4818 11.353 1 
-5.52524 -3.49559 2 
4.54639 12.0895 0 
-7.16399 -7.63776 1 
-0.386468 -17.0856 2 
6.26598 6.37428 0 
-9.42213 -10.7469 1 
-11.6132 12.7263 2 
7.50183 6.55623 0 
3.47388 0.569979 1 
-10.5953 9.9607 2 
4.38412 11.4352 0 
-1.95438 -2.46888 1 
-5.33858 -2.54124 2 
6.39754 3.07278 0 
3.20464 0.468442 1 
-8.8891 2.18665 2 
7.3781 2.45344 0 
-5.89733 -5.78859 1 
-7.69483 3.85166 2 
7.42642 5.50344 0 
-3.03363 -7.48396 1 
-8.34225 2.16481 2 
5.82521 11.1797 0 
-5.77252 -5.76085 1 
-6.08291 -2.69263 2 
8.65333 2.64411 0 
3.56856 2.39553 1 
-9.88591 6.70093 2 
5.25976 10.2301 0 
-13.6967 -17.1593 1 
-7.2741 -0.678227 2 
7.57037 5.34539 0 
-11.4039 -12.2129 1 
-11.1931 8.48863 2 
9.35774 -3.00884 0 
0.805522 0.87754 1 
-3.18466 -9.73331 2 
4.9375 14.2534 0 
0.158698 2.25625 1 
-4.77764 -4.71857 2 
3.43826 15.1965 0 
5.37404 3.92569 1 
-8.25401 4.12825 2 
8.65504 -0.747594 0 
0.48133 4.21365 1 
-5.05914 -4.08421 2 
4.33982 13.5859 0 
-0.483471 -6.81789 1 
-7.04629 -0.438565 2 
6.46671 6.67834 0 
6.66075 5.78804 1 
-5.4627 -4.84868 2 
7.5897 5.50444 0 
0.692182 1.88416 1 
-10.2189 7.77132 2 
9.52795 -8.62662 0 
4.17413 -0.839706 1 
-9.7419 6.3048 2 
8.53117 1.47136 0 
2.53705 1.39025 1 
-7.51561 0.494661 2 
4.23999 18.5088 0 
-3.57532 -5.69265 1 
-7.75297 1.34235 2 
8.10872 4.96713 0 
3.37587 3.70313 1 
-7.60931 1.80218 2 
8.64759 -3.25754 0 
2.24394 4.21151 1 
-8.38247 3.00072 2 
4.8788 10.1505 0 
-1.24233 -2.8251 1 
-7.82102 1.75324 2 
6.79165 8.27214 0 
8.58535 1.73295 1 
-7.65743 2.7176 2 
7.25051 5.4213 0 
2.90093 -0.893792 1 
-7.95966 4.19057 2 
6.43495 7.49973 0 
2.36414 3.36862 1 
-10.6428 9.0151 2 
9.07367 -2.2175 0 
1.25919 -3.15259 1 
-3.83143 -9.35013 2 
8.72264 -2.63957 0 
5.45736 5.30384 1 
-11.2042 13.4746 2 
5.18922 12.6981 0 
-5.79066 -8.98364 1 
-7.76944 4.35983 2 
3.6157 16.1248 0 
0.456814 -1.31361 1 
-6.61884 -3.59004 2 
3.3798 11.297 0 
-0.406959 -1.14081 1 
-4.3214 -10.1237 2 
6.55979 4.36333 0 
2.74078 3.50049 1 
-5.55738 -3.13956 2 
6.34578 4.92843 0 
-1.13027 -3.96196 1 
-6.25232 -1.04048 2 
7.40942 6.94396 0 
-0.229818 4.8218 1 
-10.01 8.06493 2 
6.55636 9.88049 0 
-3.53859 -4.46639 1 
-9.95511 7.50417 2 
7.91961 -0.186719 0 
12.64 12.4626 1 
-4.67846 -5.9818 2 
3.53443 18.5874 0 
3.42746 3.60425 1 
-8.67573 5.1899 2 
6.45468 14.6799 0 
4.90687 3.70166 1 
-7.68728 0.888772 2 
9.72495 -10.482 0 
10.0173 9.70941 1 
-6.76451 0.287201 2 
5.93374 6.80981 0 
-1.0691 -0.13538 1 
-11.4637 9.35097 2 
5.60677 12.7982 0 
1.14628 2.60883 1 
-10.9621 8.09808 2 
8.19992 10.1841 0 
1.61651 4.72012 1 
-9.44407 5.92011 2 
7.15935 -1.80342 0 
-2.98672 -6.3533 1 
-11.6285 13.6543 2 
9.30181 -12.0387 0 
17.841 14.8921 1 
-8.43934 2.48469 2 
3.56528 16.688 0 
1.44699 4.91301 1 
-6.24045 -2.17638 2 
11.7054 -8.25966 0 
-6.38492 -9.218 1 
-6.52796 -2.43236 2 
7.79366 -1.44646 0 
5.51194 1.8438 1 
-6.54771 -2.01549 2 
6.10185 3.81766 0 
-0.309027 3.80889 1 
-3.75344 -6.20083 2 
8.20824 -4.77547 0 
2.38426 2.52417 1 
-7.04742 -0.664887 2 
5.88382 12.5603 0 
8.9845 3.47028 1 
-6.73962 -1.4349 2 
6.12793 10.1142 0 
-1.05138 3.71377 1 
-9.31111 7.10052 2 
2.97887 25.5695 0 
-5.80885 -4.47976 1 
-7.66174 1.50519 2 
5.93693 9.71844 0 
2.71196 -1.17257 1 
-5.18332 -2.06987 2 
9.26604 -1.00033 0 
-1.81096 -1.8807 1 
-7.46594 0.823922 2 
6.17997 11.125 0 
2.28718 3.60776 1 
-7.4787 0.00920262 2 
6.27493 5.30209 0 
10.3044 7.99489 1 
-8.75053 2.97891 2 
6.39061 5.25609 0 
-9.32301 -10.5855 1 
-6.64733 -1.84828 2 
8.74464 5.06128 0 
-4.77651 -2.97559 1 
-9.40785 7.30933 2 
7.12939 4.24763 0 
7.61825 2.67824 1 
-7.4604 3.49435 2 
7.9239 1.38093 0 
-3.95682 -7.19449 1 
-4.06263 -8.74308 2 
6.21799 10.2248 0 
0.846099 -0.442296 1 
-8.79494 2.68198 2 
10.3754 -1.55302 0 
8.08408 7.19989 1 
-13.0286 13.7072 2 
6.14602 13.5729 0 
-0.505577 0.866318 1 
-12.0621 12.1967 2 
4.46616 20.4622 0 
-7.95769 -6.27185 1 
-12.5963 12.6317 2 
6.32348 3.32273 0 
-8.96757 -9.00041 1 
-6.47177 -0.360531 2 
6.73172 1.64762 0 
0.575099 -6.06398 1 
-6.53428 -1.72574 2 
3.00746 20.8128 0 
9.94801 4.00631 1 
-5.60356 -5.66264 2 
8.98399 -1.99609 0 
0.712379 -5.06774 1 
-10.4794 9.95027 2 
8.28142 11.6573 0 
3.22792 -0.116213 1 
-6.337 -3.22852 2 
4.15935 19.3339 0 
10.0228 8.77923 1 
-7.29818 2.54306 2 
3.20691 16.0036 0 
-12.8652 -13.1263 1 
-9.65143 5.61616 2 
7.27978 8.53171 0 
-3.23192 -6.52205 1 
-10.8511 8.80992 2 
5.79031 15.6296 0 
-5.33252 -6.53806 1 
-7.60485 1.12432 2 
6.07454 1.86259 0 
-7.01075 -4.69589 1 
-5.99404 -3.83603 2 
4.75904 9.96234 0 
9.62136 10.126 1 
-11.6639 13.0884 2 
5.99513 2.08375 0 
1.33263 -0.0707927 1 
-7.93145 1.78785 2 
4.22047 11.1208 0 
2.60159 2.95486 1 
-3.47523 -11.8485 2 
6.35769 6.00776 0 
4.344 2.06423 1 
-8.12595 1.05093 2 
9.87778 -4.48496 0 
3.31479 0.199128 1 
-7.99707 4.47406 2 
6.46746 3.47182 0 
-2.04659 -8.37755 1 
-8.22427 0.113084 2 
4.45392 12.1249 0 
10.9177 8.06242 1 
-6.19334 -2.25621 2 
7.55317 4.34581 0 
-5.89317 -0.267134 1 
-6.66819 0.158808 2 
4.64749 16.7873 0 
-8.02988 -3.22839 1 
-11.5382 12.3455 2 
7.91076 -1.74251 0 
2.90454 -0.150369 1 
-8.75108 4.51624 2 
6.29807 6.51585 0 
0.578326 -0.119518 1 
-6.05524 -3.76963 2 
5.24134 10.1231 0 
-5.66093 -3.75971 1 
-9.5356 4.89225 2 
9.38154 -9.59208 0 
-8.40443 -7.18511 1 
-5.59416 -4.60025 2 
4.81904 6.0054 0 
1.91359 2.91577 1 
-7.46799 1.00041 2 
5.90695 14.5954 0 
7.09781 3.37828 1 
-9.12728 6.09935 2 
8.15214 -3.00562 0 
3.13148 -3.24615 1 
-9.82655 8.35174 2 
4.88629 11.6727 0 
2.81197 2.38005 1 
-5.80583 -4.39203 2 
10.9536 -8.1718 0 
-10.1236 -6.5433 1 
-10.918 8.36555 2 
7.61015 2.64833 0 
1.72736 -1.07852 1 
-5.75542 -3.12565 2 
5.93954 0.584025 0 
1.49084 0.0712805 1 
-10.8403 11.1296 2 
5.86922 15.2877 0 
-3.07475 -2.66558 1 
-10.3402 6.3551 2 
5.767 5.11715 0 
-2.56177 -2.94149 1 
-6.35702 -0.0216895 2 
7.38787 3.46789 0 
1.95426 0.918227 1 
-4.29939 -6.90462 2 
5.06674 5.29744 0 
-2.33001 -5.67524 1 
-5.06562 -6.10828 2 
9.82146 3.73928 0 
3.89551 3.5736 1 
-14.1021 15.8072 2 
4.82691 14.8944 0 
8.93289 8.03351 1 
-8.72433 3.41365 2 
6.25755 15.5355 0 
-1.83344 -0.817123 1 
-7.10727 0.0743568 2 
11.4247 -11.0218 0 
7.11467 5.1989 1 
-11.3538 12.8734 2 
6.82306 6.46435 0 
13.2345 10.644 1 
-8.14506 1.25589 2 
5.63114 11.5169 0 
9.31327 3.9633 1 
-4.55025 -6.07461 2 
5.99304 2.367 0 
-4.15703 -3.14102 1 
-6.99588 -2.62149 2 
4.82189 13.5547 0 
-2.83169 -0.154241 1 
-8.36387 3.68105 2 
7.24026 5.6415 0 
9.44583 5.88905 1 
-5.22073 -6.59857 2 
6.3353 8.82383 0 
10.6173 8.83352 1 
-8.24702 2.82777 2 
7.4011 -0.100533 0 
4.47555 3.52042 1 
-6.35163 0.503148 2 
9.947 -1.89367 0 
0.599137 2.09401 1 
-6.54994 -2.79246 2 
6.29298 10.8058 0 
3.70295 2.33865 1 
-3.98936 -6.34438 2 
9.54512 -2.99509 0 
-6.25385 -2.44082 1 
-7.52677 1.13713 2 
4.58821 13.9309 0 
-0.144635 2.56291 1 
-6.81823 -2.69358 2 
9.61083 -2.83699 0 
12.0184 9.64901 1 
-4.85237 -3.23049 2 
8.48044 -1.74986 0 
0.553578 -4.75238 1 
-7.89062 1.00077 2 
6.13503 3.70128 0 
6.94492 5.13246 1 
-4.67282 -3.7973 2 
6.45487 7.47393 0 
2.00378 2.99673 1 
-11.6282 11.0428 2 
7.59012 2.5838 0 
5.10722 4.72673 1 
-9.43745 5.23546 2 
5.99507 4.51507 0 
10.5809 11.4534 1 
-8.06913 2.12407 2 
7.68178 5.28216 0 
6.74865 5.81996 1 
-3.64285 -10.9749 2 
4.47791 29.9858 0 
-1.69531 0.32143 1 
-10.5462 9.47173 2 
6.10873 7.60301 0 
-5.22553 -1.2593 1 
-7.92967 2.48877 2 
4.21927 15.2659 0 
1.41919 -0.390286 1 
-5.10826 -5.6061 2 
9.50143 -2.43565 0 
-3.58343 -2.05389 1 
-8.91626 5.45447 2 
2.95307 18.2913 0 
-3.349 -6.3764 1 
-8.69195 2.16322 2 
10.8172 -5.23762 0 
-5.87597 -0.843608 1 
-5.5241 -4.28064 2 
9.89333 -13.4788 0 
15.9016 15.7962 1 
-3.67672 -6.79531 2 
8.27376 -2.8689 0 
9.57517 8.0201 1 
-5.03104 -9.19007 2 
7.55462 2.71381 0 
4.50849 5.52793 1 
-8.23987 3.74901 2 
3.96473 16.605 0 
6.39834 4.66499 1 
-3.83009 -8.1117 2 
6.03678 5.10521 0 
5.51664 6.72078 1 
-7.96498 2.13184 2 
7.97302 -0.47763 0 
-4.36652 -2.09136 1 
-7.54778 2.39725 2 
2.4334 22.1423 0 
-2.3414 -3.12642 1 
-10.1894 8.17896 2 
8.22287 3.58234 0 
-11.0011 -14.3281 1 
-6.0202 -2.09162 2 
6.90004 3.69957 0 
6.76587 6.01709 1 
-10.1721 8.02808 2 
8.24278 4.61189 0 
-3.08083 -1.33373 1 
-8.46917 3.87935 2 
10.761 -7.42992 0 
-6.1327 -4.98399 1 
-8.21677 3.60975 2 
6.14545 5.65819 0 
-6.98163 -8.17358 1 
-7.40292 0.376649 2 
6.38654 4.02114 0 
1.91359 1.5378 1 
-6.45203 0.799924 2 
6.07531 10.6035 0 
9.26544 8.29987 1 
-6.03099 -3.68486 2 
7.12046 9.36519 0 
4.28248 2.63801 1 
-11.6296 10.6397 2 
2.87111 19.5543 0 
1.72525 -2.43239 1 
-10.4626 7.88465 2 
2.31579 23.0205 0 
5.65197 6.69069 1 
-7.94731 0.49542 2 
6.36423 7.94795 0 
-4.60115 -6.12078 1 
-8.34018 1.46945 2 
6.63214 2.53531 0 
2.99326 2.69432 1 
-7.97043 0.694682 2 
5.37896 1.84843 0 
7.2582 4.99593 1 
-9.3832 4.9955 2 
6.87653 4.8422 0 
4.70333 6.89655 1 
-4.81173 -6.78085 2 
4.55728 13.8635 0 
-4.61822 -1.68924 1 
-7.32077 -0.404981 2 
6.41907 7.75399 0 
1.15171 -0.344766 1 
-5.54504 -4.90585 2 
7.12711 -5.30005 0 
2.70175 2.28472 1 
-5.87443 -2.49299 2 
8.63968 -0.534891 0 
-8.15081 -4.66536 1 
-7.12646 -0.677099 2 
11.0027 -3.49614 0 
-0.0979727 -1.10154 1 
-7.93293 3.35999 2 
5.05069 14.8201 0 
-7.56765 -4.94078 1 
-9.85031 5.69629 2 
5.48754 4.49375 0 
10.8311 7.37571 1 
-5.0469 -4.86087 2 
9.6378 -3.16216 0 
-13.5183 -14.8881 1 
-8.48508 2.48626 2 
4.92227 9.72151 0 
6.27904 5.09579 1 
-9.62835 8.01511 2 
5.26579 9.10109 0 
-2.73059 -3.54129 1 
-10.3331 7.37616 2 
3.72396 19.1294 0 
6.73012 7.9787 1 
-5.46688 -5.10844 2 
8.059 3.70685 0 
2.70712 3.92226 1 
-8.93318 5.13073 2 
5.54619 7.3703 0 
-3.28289 1.82568 1 
-9.97045 6.86757 2 
6.25941 5.23536 0 
0.679517 0.0608378 1 
-7.83338 0.113348 2 
9.94635 -4.33365 0 
-1.87732 -0.328298 1 
-7.77338 2.75657 2 
6.42056 1.93094 0 
1.81545 3.22076 1 
-9.34696 6.62663 2 
5.23185 4.42975 0 
-11.7945 -8.06668 1 
-10.9807 7.1636 2 
5.93583 3.08683 0 
2.08351 2.60423 1 
-5.9311 -2.32909 2 
8.36786 -4.94971 0 
2.98432 -0.127518 1 
-7.22955 -1.24722 2 
7.68047 -1.14362 0 
-1.75591 1.13229 1 
-5.38405 -4.07564 2 
3.4358 12.7282 0 
5.44238 7.40609 1 
-10.4643 7.35099 2 
6.39642 3.08633 0 
-6.25128 -11.9273 1 
-2.54321 -13.8647 2 
9.5786 -11.2372 0 
1.76153 4.18505 1 
-8.36671 0.127305 2 
9.06523 -3.8484 0 
-5.50847 -3.10085 1 
-7.22257 0.845528 2 
5.65528 5.18745 0 
-14.8863 -7.62556 1 
